age,c_charge_degree,race,sex,priors_count,days_b_screening_arrest,label,jailtime
26,0,0,1,2,-106.0,1,0
29,0,0,1,1,-1.0,1,3
27,1,0,1,1,-1.0,0,0
28,1,0,1,0,-1.0,1,1
31,0,0,1,0,-1.0,1,0
41,1,0,1,8,-29.0,0,0
25,0,1,1,0,-2.0,1,0
47,0,1,1,0,-1.0,1,-1
37,1,0,1,4,-1.0,1,1
35,1,0,0,4,-1.0,1,2
24,0,1,1,1,0.0,0,1
21,1,1,1,2,-1.0,0,5
22,1,1,1,0,0.0,0,2
57,1,0,1,11,-1.0,1,140
48,1,1,1,0,-1.0,1,11
36,1,0,1,0,-1.0,1,5
37,1,0,0,3,-1.0,1,28
31,0,1,1,0,0.0,1,5
22,1,0,1,1,-1.0,0,4
31,0,1,1,2,0.0,1,0
24,1,0,1,0,-1.0,0,0
32,1,0,1,22,0.0,0,0
23,0,0,0,0,-1.0,1,1
63,0,0,1,0,-1.0,1,0
30,1,0,1,0,-1.0,1,1
26,1,1,1,2,-38.0,0,27
20,1,1,1,0,-1.0,1,1
24,0,0,0,1,0.0,0,0
36,0,0,0,1,-1.0,1,0
83,0,0,1,0,0.0,1,0
28,1,1,1,2,0.0,1,0
36,1,0,1,3,-1.0,0,1
33,0,0,0,0,-1.0,1,1
39,1,0,1,0,0.0,1,0
29,0,0,1,3,0.0,1,0
30,1,0,1,17,-4.0,0,4
19,0,1,0,1,140.0,0,1
24,1,0,1,1,-1.0,0,0
36,1,0,1,11,-79.0,1,78
35,1,0,1,7,-1.0,1,1
24,1,0,1,0,-1.0,1,0
26,0,1,1,0,773.0,1,9
26,1,1,1,8,-1.0,1,2
28,1,0,1,14,-1.0,0,0
32,0,0,1,0,-1.0,1,0
32,0,1,0,1,-1.0,0,0
33,0,0,1,5,0.0,0,5
29,1,0,1,16,-1.0,1,17
34,0,1,1,1,-1.0,0,0
37,0,0,0,0,-1.0,0,0
43,0,1,1,0,0.0,1,0
47,1,1,1,2,-3.0,1,0
25,0,0,1,3,0.0,0,2
23,1,0,0,1,-1.0,1,1
39,0,1,1,2,-1.0,1,0
35,1,0,1,13,-1.0,0,5
33,1,0,1,0,-1.0,1,1
21,1,0,1,0,-1.0,0,1
43,1,0,1,20,0.0,1,1
25,1,0,1,3,-1.0,0,0
48,1,0,1,25,-1.0,0,6
22,0,0,1,1,28.0,0,1
52,0,0,1,9,-1.0,0,38
26,1,1,1,5,-1.0,0,35
67,0,0,1,4,-1.0,0,27
34,0,0,1,4,-1.0,1,1
56,0,1,1,4,-1.0,1,0
28,1,0,1,1,-1.0,0,5
29,0,0,1,2,-1.0,1,0
37,1,0,1,6,-1.0,0,20
43,1,0,1,3,-1.0,1,1
51,1,1,1,0,-1.0,1,1
20,0,0,1,1,-2.0,0,0
26,0,1,1,4,0.0,0,293
39,0,1,0,1,-1.0,0,10
21,1,0,1,1,-1.0,1,2
21,1,0,1,1,-1.0,0,2
24,1,1,1,3,-1.0,0,1
26,0,0,1,4,-1.0,0,1
48,1,1,1,1,0.0,1,0
24,1,0,1,5,-1.0,0,1
26,1,1,1,0,0.0,1,-1
46,1,1,1,0,-1.0,1,1
24,0,0,1,7,-1.0,1,1
21,0,1,0,0,-1.0,1,0
24,1,0,1,1,-1.0,0,1
36,0,0,1,9,0.0,1,1
30,1,0,1,5,-1.0,0,1
22,1,1,0,1,-23.0,1,1
25,1,0,1,0,-1.0,0,9
31,0,0,1,25,-1.0,0,117
24,1,0,1,0,-1.0,1,2
39,1,0,1,13,-1.0,0,1
46,1,0,1,0,-1.0,1,5
30,1,0,0,4,-5.0,1,0
40,1,1,1,0,0.0,1,22
52,1,0,0,0,-1.0,1,2
23,1,0,1,3,-1.0,1,33
26,0,0,0,1,-1.0,1,1
22,1,1,1,1,-1.0,0,19
42,1,1,1,3,0.0,1,0
23,1,0,1,6,-1.0,0,135
33,1,0,1,4,-1.0,0,1
28,1,0,1,1,-1.0,1,2
50,1,1,1,1,-1.0,1,1
38,0,0,1,25,-172.0,0,8
32,1,0,1,1,-1.0,1,1
24,1,0,1,3,-1.0,0,97
51,1,0,1,3,-1.0,1,1
19,0,1,1,1,-1.0,0,0
32,1,0,1,4,0.0,1,108
31,1,1,0,1,-22.0,0,0
29,1,0,0,1,7.0,1,179
43,0,0,1,0,-1.0,1,0
26,1,0,1,9,-1.0,0,11
27,1,1,1,0,-1.0,0,27
52,1,1,1,1,-1.0,0,3
27,0,0,1,1,-1.0,1,0
57,0,0,0,1,-1.0,1,0
28,0,0,1,3,-1.0,0,1
32,1,0,1,3,-1.0,0,2
27,0,0,1,5,0.0,0,0
45,0,0,1,0,-1.0,0,3
42,0,1,0,0,0.0,1,0
33,1,0,1,0,-1.0,0,0
26,0,1,1,4,-52.0,1,19
28,0,1,0,3,-1.0,1,45
53,0,1,0,0,-1.0,1,0
24,1,1,1,0,-1.0,1,1
28,1,0,1,1,-9.0,1,8
28,1,0,1,1,-1.0,1,1
39,0,0,1,6,-1.0,0,35
22,1,0,1,1,0.0,0,-1
46,1,0,1,2,0.0,0,9
25,0,0,1,0,0.0,1,1
52,1,1,1,1,-5.0,1,3
28,0,0,1,4,-1.0,0,0
57,1,1,0,1,-4.0,0,1
49,1,0,1,3,-1.0,0,0
21,1,0,1,2,-1.0,0,0
32,1,0,1,19,-1.0,0,14
63,0,0,1,3,-1.0,1,220
29,1,1,1,2,0.0,1,1
46,0,0,1,0,0.0,1,1
23,1,0,1,5,-45.0,0,44
28,0,0,1,10,-1.0,0,1
27,1,0,1,1,-3.0,1,3
69,0,0,0,0,0.0,1,-1
47,0,0,1,0,-1.0,1,1
45,1,0,1,1,-1.0,1,128
33,0,1,0,1,0.0,1,0
27,0,0,0,0,0.0,0,0
47,1,1,1,4,-58.0,0,32
32,1,0,1,14,-1.0,0,2
24,1,0,1,2,-1.0,1,1
26,1,0,1,5,-1.0,0,3
47,0,0,1,0,-4.0,1,1
25,1,1,1,1,-1.0,1,1
21,1,0,1,1,-1.0,1,108
25,0,0,1,2,-1.0,0,0
22,1,0,1,6,-1.0,0,2
26,1,1,0,0,-1.0,1,0
20,1,1,1,0,-1.0,1,1
30,0,0,1,1,-1.0,0,1
45,1,0,1,0,-3.0,0,1
33,1,0,1,7,0.0,0,78
35,1,1,1,2,-1.0,1,0
41,1,1,1,5,-1.0,1,1
23,0,1,1,0,0.0,1,2
21,0,1,0,0,-1.0,0,1
54,1,0,1,0,-1.0,1,1
27,1,0,1,10,-1.0,0,1
22,0,1,1,0,-4.0,1,1
21,0,0,0,0,-1.0,0,0
23,1,0,1,2,-1.0,0,6
30,0,0,1,1,-9.0,1,7
36,0,0,1,5,-20.0,0,19
24,1,0,0,2,48.0,0,0
29,1,0,1,10,-1.0,0,23
54,0,0,1,4,-1.0,0,78
22,0,1,1,2,-1.0,0,13
38,1,1,1,2,-64.0,1,4
26,0,0,1,0,-1.0,0,0
20,1,0,0,0,-1.0,1,1
52,0,0,1,6,0.0,0,1
29,1,0,1,0,-1.0,1,2
23,0,0,0,6,-18.0,1,17
35,0,0,1,1,-1.0,1,9
32,1,1,1,8,-4.0,0,0
21,0,0,1,1,-18.0,0,0
25,1,0,1,0,-1.0,1,0
30,0,0,1,4,-1.0,0,1
30,1,0,0,3,-1.0,1,26
23,1,0,1,2,-1.0,0,6
32,1,1,1,8,-2.0,1,2
52,1,1,1,1,-111.0,1,1
29,1,0,1,6,-1.0,0,39
42,0,1,1,0,0.0,1,0
21,1,0,1,0,0.0,0,0
36,1,1,0,4,110.0,0,168
22,0,0,0,0,-2.0,1,0
45,1,0,1,2,-1.0,1,47
29,0,0,1,0,-1.0,1,0
30,1,0,1,6,-1.0,0,2
51,0,0,1,17,0.0,1,0
45,1,0,1,20,0.0,0,2
27,1,0,1,3,88.0,0,301
24,1,0,1,1,190.0,0,13
24,1,1,1,2,-27.0,1,0
23,0,0,1,2,-1.0,1,5
42,0,0,0,2,496.0,1,14
36,1,0,1,5,-1.0,1,0
69,0,0,1,0,-1.0,1,0
21,1,0,1,1,-4.0,0,1
59,0,0,1,1,-1.0,1,0
39,1,0,1,1,-9.0,1,4
29,1,0,1,2,-1.0,1,37
22,0,0,1,1,0.0,0,1
44,1,1,1,6,0.0,1,-1
25,1,0,1,2,-1.0,1,58
31,1,0,1,0,0.0,1,0
35,0,0,1,17,-1.0,0,2
27,0,0,1,11,-1.0,0,2
33,1,0,1,1,0.0,1,1
28,1,0,1,6,-1.0,0,0
20,1,0,1,1,-51.0,0,1
60,1,1,1,1,-1.0,1,0
53,0,0,1,0,0.0,1,1
51,1,0,1,0,0.0,0,1
25,1,0,1,1,-106.0,1,31
27,1,0,1,5,76.0,0,203
54,1,0,0,0,-1.0,1,1
26,0,0,0,3,-305.0,1,1
24,0,1,1,3,-1.0,1,1
55,1,0,1,1,0.0,0,1
26,1,0,1,0,-1.0,1,2
75,1,0,0,5,-1.0,1,1
36,1,0,1,16,0.0,0,0
56,1,0,1,8,-106.0,1,72
34,1,0,1,0,-1.0,0,2
25,0,0,0,5,-1.0,0,47
46,1,1,1,0,-1.0,1,0
27,1,0,1,1,0.0,1,6
28,0,0,1,3,0.0,0,-1
42,0,0,1,13,-1.0,0,0
59,0,0,1,2,0.0,1,0
39,1,1,1,1,-15.0,1,14
46,0,1,1,5,-1.0,1,12
25,1,0,1,1,-1.0,1,0
55,1,1,1,2,-1.0,1,1
35,0,0,1,1,-4.0,0,1
43,0,0,1,0,-1.0,0,1
53,0,1,0,0,0.0,1,0
21,0,0,0,0,-1.0,1,1
55,1,0,1,17,-1.0,0,25
27,1,0,1,1,-1.0,0,1
40,1,0,1,0,-1.0,1,2
37,0,1,0,0,-1.0,1,1
32,0,1,1,2,-1.0,0,5
32,0,0,1,2,-1.0,1,1
36,0,0,1,4,-1.0,0,2
22,0,0,1,0,-1.0,1,0
31,1,0,0,0,-1.0,1,2
26,1,0,0,4,0.0,0,0
50,0,1,0,30,-1.0,0,3
47,1,0,1,4,0.0,1,0
36,1,0,1,2,-2.0,1,1
38,1,1,0,0,-1.0,1,1
35,1,0,1,0,-1.0,1,2
53,1,1,1,0,-1.0,1,0
53,1,0,1,2,-1.0,1,0
57,1,0,1,19,-1.0,1,117
22,1,0,1,5,-1.0,0,19
21,1,0,1,0,-5.0,0,1
26,1,0,1,0,-1.0,0,1
24,1,0,0,1,279.0,1,14
27,1,0,1,2,-1.0,1,20
49,1,1,0,4,0.0,1,3
47,1,1,1,1,-1.0,0,0
30,1,0,1,8,-1.0,0,1
44,1,1,1,3,0.0,1,0
34,1,0,1,1,-17.0,1,1
45,1,0,1,10,-1.0,0,1
38,1,0,1,0,-1.0,1,1
50,0,1,1,2,0.0,1,0
29,0,1,1,1,0.0,1,0
26,1,1,1,0,0.0,1,0
22,1,0,0,1,-1.0,0,1
47,0,0,1,0,0.0,1,1
49,1,1,1,0,0.0,1,0
49,1,0,1,1,0.0,0,19
59,1,1,1,2,0.0,1,12
32,0,1,1,6,-29.0,1,27
24,0,0,1,1,0.0,0,-1
40,0,0,1,0,-2.0,1,1
32,1,0,1,0,0.0,1,-1
54,0,0,0,0,0.0,1,0
27,1,0,1,9,-1.0,0,799
25,0,1,1,2,0.0,1,12
62,1,1,0,2,-42.0,0,41
20,0,1,1,0,-1.0,0,0
37,0,0,1,18,-1.0,1,1
30,1,1,0,5,0.0,0,7
23,1,0,1,1,0.0,0,0
20,1,0,0,0,0.0,1,-1
29,0,1,1,7,-67.0,0,45
24,1,0,1,1,-59.0,1,58
54,0,1,0,1,-48.0,1,26
66,1,0,1,3,-36.0,1,0
50,1,1,1,8,-14.0,1,11
50,1,0,1,7,-1.0,1,0
40,1,1,1,3,-1.0,1,1
30,0,0,0,4,213.0,0,0
24,1,1,0,2,-1.0,1,2
24,1,0,1,0,0.0,0,0
23,1,0,0,3,-1.0,0,0
54,0,1,1,3,-1.0,0,2
25,0,1,1,4,-10.0,1,1
46,0,1,1,1,-2.0,1,1
35,1,0,0,10,-40.0,1,30
25,1,0,1,1,-1.0,1,266
22,0,1,0,0,-1.0,1,-1
32,1,1,0,1,-1.0,1,2
25,0,0,1,0,-1.0,0,4
22,1,0,1,3,50.0,0,-1
33,1,0,1,16,-2.0,0,0
49,0,1,0,0,127.0,0,0
30,1,0,1,10,92.0,1,105
33,0,0,1,4,-1.0,0,1
24,1,0,1,0,0.0,1,-1
33,0,0,1,12,-1.0,0,2
37,0,1,1,0,-1.0,1,0
40,0,1,0,0,0.0,1,0
27,1,1,1,1,506.0,1,229
43,1,0,1,9,-1.0,0,0
26,1,1,1,11,-56.0,1,56
35,1,0,1,5,-1.0,0,1
25,1,0,1,11,-1.0,0,6
61,1,0,1,1,0.0,0,0
53,1,1,1,1,-246.0,0,51
52,1,0,0,1,-28.0,1,0
26,0,1,1,7,81.0,0,143
39,0,0,1,1,0.0,0,-1
47,1,0,1,5,-1.0,1,0
52,0,1,0,6,0.0,1,33
37,0,1,1,0,0.0,1,0
24,1,0,0,0,-1.0,1,1
34,1,0,0,14,-1.0,1,3
24,1,0,1,5,86.0,0,116
20,0,0,1,0,-1.0,0,11
25,0,1,1,1,0.0,0,0
31,0,1,1,3,-37.0,1,32
62,0,1,0,0,0.0,1,0
23,1,1,1,0,-1.0,0,1
60,1,1,0,0,0.0,1,13
35,0,1,1,0,-1.0,1,1
24,1,0,0,0,-1.0,1,0
56,1,1,0,1,-60.0,0,4
30,0,1,1,0,0.0,1,-1
41,0,1,1,17,171.0,0,47
35,1,1,1,4,-1.0,0,1
28,0,1,0,0,-1.0,1,0
23,0,0,1,1,689.0,1,3
56,1,0,1,0,-1.0,1,1
23,1,0,1,2,-1.0,0,1
20,1,0,1,0,-1.0,0,0
23,0,1,1,1,-1.0,1,0
21,1,0,1,0,0.0,0,1
21,1,0,0,3,539.0,1,59
35,1,0,0,2,-1.0,1,14
33,0,1,1,3,0.0,1,0
21,1,0,1,0,-1.0,1,4
41,0,0,1,9,-1.0,1,0
24,1,0,1,0,-1.0,1,4
20,1,0,1,2,9.0,0,192
28,1,0,1,9,-1.0,0,1
25,1,0,1,7,0.0,1,0
49,1,0,1,3,0.0,1,1
22,1,0,0,0,0.0,1,0
21,1,0,1,0,-1.0,0,1
27,1,0,0,3,-1.0,0,3
32,1,0,1,4,302.0,0,190
50,0,0,1,4,-3.0,1,2
23,0,0,0,0,0.0,1,0
34,0,1,1,0,-1.0,1,0
25,1,0,1,4,-1.0,0,32
33,1,1,0,2,-1.0,0,43
25,0,0,1,1,-1.0,0,58
30,0,0,1,0,-1.0,1,0
42,0,0,1,0,-1.0,1,3
29,1,1,0,11,-3.0,0,34
32,1,0,0,6,-1.0,0,3
24,1,0,1,5,-1.0,1,1
52,1,0,1,3,-1.0,1,0
26,0,1,0,3,-1.0,1,0
31,1,1,1,2,-1.0,0,0
38,1,0,1,0,0.0,1,1
25,1,0,1,5,77.0,1,57
30,1,1,0,0,0.0,1,1
20,0,0,1,0,-1.0,0,4
29,1,0,0,2,64.0,1,2
24,1,0,1,0,-1.0,1,0
31,1,1,1,0,-1.0,1,77
54,1,1,0,12,-175.0,1,170
37,0,1,0,1,-25.0,1,1
43,0,0,1,0,-4.0,0,0
49,1,1,1,8,0.0,0,3
33,1,0,0,1,-2.0,1,0
20,1,0,1,1,-83.0,1,83
42,0,0,1,0,0.0,1,-1
44,1,1,1,0,-1.0,0,8
28,1,0,1,5,-1.0,0,51
32,1,0,1,4,-1.0,0,414
28,1,0,1,7,-1.0,0,1
38,1,1,1,0,0.0,1,158
38,1,0,1,3,-1.0,1,1
21,1,1,1,1,-301.0,1,0
34,0,0,0,0,-1.0,1,1
21,1,1,1,1,-1.0,0,1
36,1,0,1,1,-1.0,0,31
29,0,0,1,0,-1.0,0,0
34,1,0,1,3,-1.0,0,0
38,0,0,1,1,-1.0,1,8
36,1,1,1,0,-1.0,1,24
32,0,0,1,0,-6.0,1,6
23,0,0,1,0,-1.0,1,0
47,0,1,1,0,-1.0,1,0
20,1,0,1,0,0.0,1,-1
25,1,0,0,2,-1.0,0,0
35,0,0,1,0,-1.0,1,0
30,1,1,0,1,-82.0,1,41
28,0,1,0,1,-1.0,1,1
30,0,1,1,2,-37.0,0,36
45,0,1,0,3,336.0,1,44
24,0,0,1,2,-1.0,0,0
22,1,0,1,0,-1.0,1,0
20,1,0,1,8,-1.0,0,1
42,0,0,0,0,31.0,0,2
24,1,0,1,8,-54.0,0,47
40,0,0,1,0,0.0,1,0
27,1,0,1,1,-1.0,1,5
60,1,0,1,12,-1.0,1,1
33,0,0,1,6,-1.0,1,0
34,0,0,1,2,-1.0,0,23
24,0,1,1,4,-1.0,1,0
27,0,0,1,0,-1.0,0,2
29,1,0,1,4,0.0,0,355
21,1,1,1,1,0.0,0,36
32,0,0,1,0,-1.0,1,0
30,1,1,1,10,123.0,0,108
42,1,1,0,0,-1.0,0,0
32,1,0,1,1,0.0,1,-1
27,1,0,1,0,-2.0,1,2
30,0,1,1,3,-1.0,1,0
22,1,0,1,1,-1.0,0,0
20,0,1,1,0,-2.0,0,0
57,0,1,1,0,0.0,1,1
51,1,1,1,3,-1.0,0,1
21,1,0,1,0,-1.0,1,0
22,1,0,1,0,-1.0,1,35
35,1,0,1,4,-1.0,0,353
54,1,1,0,1,-95.0,1,76
58,1,1,1,2,-9.0,1,4
32,1,1,0,0,-1.0,0,0
39,1,0,0,22,-49.0,0,1
30,0,1,1,9,-1.0,0,7
20,1,0,1,0,-1.0,0,209
40,0,0,1,0,-1.0,1,0
45,0,1,0,5,-1.0,1,0
31,1,0,1,4,-1.0,0,0
23,1,0,1,4,-27.0,1,27
26,0,0,1,0,-1.0,0,3
53,0,1,0,1,-1.0,1,0
44,0,1,1,0,-1.0,1,2
44,0,1,0,1,-6.0,1,4
21,1,1,1,0,-1.0,0,-1
28,0,0,1,0,0.0,1,0
28,0,1,1,2,-1.0,1,1
24,1,0,1,0,-1.0,0,182
28,1,0,1,0,0.0,1,-1
53,1,1,1,4,0.0,1,-1
47,1,0,1,1,-1.0,1,183
20,1,0,1,1,-24.0,1,1
21,0,0,1,0,-6.0,1,0
30,1,0,1,1,-1.0,0,2
37,0,1,1,1,-1.0,0,0
60,1,0,1,1,-18.0,1,18
26,0,0,1,1,-1.0,0,0
30,0,1,1,0,-1.0,1,0
26,1,1,1,2,-1.0,0,1
26,1,0,0,5,-1.0,0,6
21,1,0,1,0,-1.0,1,1
39,1,0,0,1,-1.0,1,0
30,1,0,1,0,-1.0,1,5
44,1,0,1,2,-1.0,1,2
45,0,1,1,0,-1.0,1,2
30,1,0,1,1,-1.0,1,0
38,1,0,1,2,0.0,1,8
23,1,1,1,6,-1.0,0,0
37,1,0,1,1,-139.0,1,36
46,0,0,1,0,-1.0,1,0
42,1,0,1,0,-1.0,1,0
20,1,0,0,0,32.0,0,11
65,0,1,1,2,-84.0,1,4
54,0,1,1,4,-1.0,1,3
47,1,0,1,7,-1.0,0,1
39,1,0,1,5,-49.0,0,26
26,1,1,1,0,-3.0,0,1
29,0,1,1,7,-1.0,0,1
51,1,1,1,7,-1.0,0,14
44,0,0,1,0,0.0,1,0
49,0,1,1,12,-24.0,1,21
22,1,0,1,0,-1.0,0,0
32,0,0,1,4,-1.0,0,1
27,0,0,1,0,-1.0,1,1
30,0,1,1,0,-1.0,1,0
20,1,0,1,2,-56.0,0,56
28,0,0,1,11,0.0,1,0
45,0,0,1,0,-1.0,1,1
51,1,1,0,5,0.0,1,32
27,1,0,1,4,-1.0,0,1
32,1,0,1,0,-1.0,0,17
43,1,0,1,2,-1.0,1,5
37,1,1,1,2,-1.0,1,0
26,1,0,1,0,-1.0,0,1
32,1,0,1,17,84.0,0,209
26,0,0,1,0,-1.0,1,0
32,1,0,1,4,0.0,1,-1
39,1,0,1,3,-21.0,1,13
58,1,0,0,4,-1.0,1,1
33,0,0,1,0,-1.0,1,0
22,0,1,0,1,-22.0,1,0
26,0,0,1,6,-105.0,0,0
21,1,0,1,2,-1.0,0,140
31,1,1,1,0,0.0,0,35
43,1,1,1,2,-10.0,1,1
23,0,0,1,0,-1.0,1,0
25,1,1,1,0,-1.0,1,1
22,1,0,1,6,-1.0,1,1
30,1,0,1,6,-1.0,1,133
25,1,0,1,15,-1.0,0,2
20,1,0,1,0,-1.0,0,1
39,1,0,1,0,-1.0,1,0
31,1,0,1,3,716.0,0,0
33,1,0,1,1,-1.0,0,3
59,1,0,1,1,-1.0,1,0
21,1,0,1,1,-8.0,1,1
53,1,0,1,8,-1.0,0,5
34,0,1,1,2,-1.0,1,1
36,1,1,1,6,-25.0,1,0
23,1,0,1,0,-1.0,1,1
32,0,0,1,2,0.0,1,109
32,0,0,1,11,-1.0,0,1
66,0,1,0,1,-46.0,1,28
66,0,0,1,0,-1.0,1,1
24,0,1,0,0,-1.0,1,23
30,1,0,1,7,-1.0,0,602
28,0,0,1,1,-1.0,1,1
43,1,1,1,4,0.0,0,2
35,0,0,1,3,-1.0,1,11
19,1,0,1,2,-21.0,0,14
22,0,0,1,1,-1.0,0,4
29,1,0,1,0,0.0,1,0
23,0,0,0,0,-1.0,1,2
62,1,0,1,15,-36.0,1,36
33,0,1,0,0,-2.0,1,0
35,0,0,1,1,0.0,1,-1
53,1,1,1,0,0.0,1,0
59,1,1,1,17,-25.0,0,23
48,0,1,0,0,-1.0,1,0
33,1,0,0,1,-10.0,1,0
44,0,1,1,0,0.0,1,1
31,1,1,1,10,-18.0,0,1
28,1,0,1,2,-1.0,0,1
56,1,0,1,9,-147.0,1,138
51,1,0,1,1,-18.0,1,17
23,1,0,1,0,0.0,0,5
21,1,0,1,0,0.0,1,0
26,1,1,1,0,0.0,1,0
22,1,0,1,3,0.0,1,0
29,0,0,1,0,-1.0,1,1
20,1,0,1,2,-1.0,0,2
44,0,1,1,0,-1.0,1,0
41,1,0,1,2,-1.0,1,14
28,1,0,0,4,0.0,1,0
27,0,1,1,1,-1.0,0,21
31,0,1,1,7,-1.0,1,1
23,1,1,1,5,-105.0,0,14
33,0,0,1,16,-243.0,0,0
26,1,0,1,3,-21.0,0,0
20,1,0,1,0,-1.0,1,1
55,0,1,1,2,-1.0,0,0
36,1,0,1,0,0.0,1,1
48,1,0,1,4,-1.0,0,4
22,1,0,1,5,-1.0,0,2
23,0,0,1,1,-1.0,1,5
34,1,0,1,19,-1.0,0,4
59,1,1,0,1,-21.0,1,5
37,1,1,1,0,-4.0,0,1
28,1,1,0,0,-1.0,0,0
20,1,0,1,1,-47.0,0,46
31,1,0,1,0,-1.0,1,1
38,1,0,0,14,-1.0,0,4
33,1,0,1,0,-4.0,0,3
27,1,0,1,3,-1.0,0,0
25,0,1,1,2,0.0,0,1
42,1,0,0,2,-1.0,1,1
22,1,0,1,3,-1.0,0,26
21,1,0,1,0,-1.0,1,1
57,1,1,1,15,-32.0,1,20
45,1,1,1,1,0.0,0,27
21,0,0,0,1,-11.0,0,1
52,0,1,1,2,-1.0,1,1
29,0,1,1,0,-1.0,1,0
37,0,0,0,0,0.0,1,5
34,1,1,1,0,-1.0,1,0
53,0,0,1,0,0.0,0,1
30,1,0,0,8,-1.0,0,1
35,0,0,1,0,-7.0,1,1
28,1,1,1,1,-1.0,1,4
21,1,0,1,1,-1.0,1,0
22,1,0,1,1,13.0,1,43
42,0,1,1,1,-1.0,0,0
26,1,0,1,3,0.0,0,0
54,0,0,1,9,0.0,1,1
39,1,0,1,1,-1.0,0,0
30,1,0,1,20,0.0,0,317
26,1,0,0,1,-1.0,0,27
41,0,0,1,0,0.0,1,0
23,0,1,1,5,0.0,0,54
43,1,1,1,1,-1.0,0,64
22,0,0,1,0,-1.0,0,0
27,1,1,0,6,-1.0,0,1
42,0,0,0,2,-1.0,1,34
25,1,0,1,8,0.0,0,29
49,0,0,1,4,0.0,1,35
26,1,0,1,7,-43.0,0,38
52,1,1,1,1,-1.0,1,24
60,1,1,0,2,-1.0,1,1
23,0,0,0,0,-1.0,1,1
30,0,0,1,2,-1.0,1,1
48,1,0,1,9,0.0,0,3
32,1,0,1,2,0.0,0,1
28,1,0,1,3,-1.0,0,1
24,1,0,1,5,-1.0,0,1
26,1,0,0,3,107.0,0,7
22,1,0,1,3,20.0,0,214
44,1,0,1,2,-1.0,1,1
32,1,1,1,3,-1.0,1,86
27,0,0,0,1,-1.0,1,0
52,0,0,1,15,0.0,0,0
61,0,1,1,3,0.0,0,0
69,0,0,1,3,0.0,1,0
51,1,0,1,2,-1.0,1,34
21,1,1,0,1,-1.0,1,1
31,0,1,1,2,-1.0,0,3
19,1,0,1,3,-1.0,0,30
24,0,0,1,12,0.0,0,36
24,1,1,1,3,-1.0,0,6
57,1,0,1,3,-2.0,1,1
30,1,1,1,6,-1.0,1,6
43,1,0,1,4,-1.0,0,1
24,1,0,1,4,-1.0,1,4
30,0,1,0,7,-18.0,1,17
25,1,0,1,5,-1.0,0,1
56,1,1,0,1,-1.0,1,169
21,1,0,1,1,-8.0,1,8
31,1,0,1,6,-1.0,0,31
23,1,0,0,1,-1.0,1,1
30,1,0,1,15,-1.0,0,1
42,0,0,1,1,-13.0,1,0
64,1,1,1,0,-1.0,1,108
21,1,1,0,0,-1.0,0,0
36,1,0,1,5,17.0,1,11
50,1,0,0,1,-1.0,1,1
23,0,0,1,0,0.0,0,0
28,1,0,1,2,-1.0,1,49
25,1,1,0,5,-3.0,1,0
28,1,0,1,7,104.0,0,39
54,0,1,1,14,-1.0,0,28
37,0,0,1,6,-1.0,1,1
25,0,1,1,5,-1.0,0,14
63,0,1,1,0,0.0,0,3
35,0,0,1,2,-1.0,1,1
20,1,0,1,9,-70.0,0,64
26,0,0,1,0,-1.0,0,0
25,0,0,1,8,-1.0,0,1
33,0,1,1,0,-1.0,1,0
29,1,0,1,7,-1.0,1,1
27,0,0,1,2,-1.0,1,0
37,0,0,1,12,-1.0,0,0
20,0,1,0,3,-1.0,0,0
32,1,0,1,1,-1.0,0,1
72,0,1,1,1,-23.0,1,1
38,1,1,1,0,-1.0,1,2
40,1,1,1,0,-1.0,1,0
23,1,1,1,0,-1.0,1,0
21,1,1,1,5,-10.0,0,1
27,1,1,1,4,0.0,0,0
55,1,1,1,13,-1.0,0,0
41,0,1,0,0,-1.0,1,0
56,0,1,1,1,-1.0,1,2
55,0,1,1,11,-1.0,1,57
23,1,0,0,0,-2.0,0,1
28,1,0,1,3,-1.0,1,0
31,1,0,1,2,-1.0,0,13
56,0,0,1,3,-49.0,1,49
53,0,1,1,0,-1.0,1,0
27,1,0,1,6,-1.0,0,10
22,1,1,1,0,-1.0,0,0
22,1,0,0,0,-1.0,0,0
33,0,0,1,7,-1.0,0,1
34,1,0,1,15,-6.0,1,6
22,0,0,1,0,0.0,0,0
32,1,0,1,12,-1.0,1,1
47,1,0,1,14,-1.0,0,0
24,0,0,1,0,0.0,1,0
25,1,0,1,14,-1.0,0,83
56,1,1,1,0,0.0,1,-1
36,1,0,1,1,30.0,0,106
28,1,0,1,4,0.0,0,21
20,1,0,1,2,-1.0,0,0
59,0,0,1,0,-2.0,1,1
29,1,0,0,11,-1.0,1,0
72,1,1,1,3,-5.0,1,4
24,0,0,0,2,-1.0,0,14
45,1,0,1,3,6.0,1,36
30,0,0,1,7,0.0,0,2
45,0,0,1,0,-1.0,1,0
47,0,1,1,0,-1.0,1,0
24,1,0,1,0,-1.0,0,9
20,0,0,1,0,-1.0,0,2
51,1,1,1,6,0.0,0,0
22,1,0,1,2,102.0,1,0
49,0,1,0,2,-1.0,0,11
41,1,1,1,5,-1.0,1,1
49,1,1,1,1,-16.0,1,12
26,0,0,1,0,-1.0,1,0
34,1,1,0,2,-49.0,0,41
28,0,0,0,0,-1.0,1,1
33,0,1,1,2,-1.0,1,1
46,1,0,1,0,0.0,1,0
21,0,0,1,0,-1.0,1,1
